,song_name,song_uri,album,album_uri,artist,artist_uri,release_date,popularity,duration_ms
284,Coloring Book,spotify:track:44vDi7keeB1Fnmc18GrHIN,COLORING BOOK,spotify:album:6Qk2v26qUnHf8TAPh8KFXw,OH MY GIRL,spotify:artist:2019zR22qK2RBvCqtudBaI,2017-04-03,38,185724
285,CUPID,spotify:track:4YKQZnJERUjmR0aqr1bm4A,OH MY GIRL,spotify:album:5spcvaZ483tuA3PDwRDTeH,OH MY GIRL,spotify:artist:2019zR22qK2RBvCqtudBaI,2015-04-20,36,207242
286,Pink Lemonade - Instrumental,spotify:track:76ErKywk66yqA3vbUX5T7M,Wake Me Up,spotify:album:6IAy5NUKOpoJ3RHC9snSmI,TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,2018-05-16,24,220412
287,HIGHER (Instrumental),spotify:track:1p68eXm38Rwe1xasICqDGp,Higher (Type A),spotify:album:7H2BBLD0UwWvvuGmzm2dYa,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2015-10-21,1,185160
288,You Don't Know My Feelings,spotify:track:2TrxkTKC1HRLGkvMSm2mWM,Double Date,spotify:album:2i5P0S9yPQHtWqaaz6ORhr,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2009-10-26,8,234919
289,Love Is,spotify:track:0k7NUuumKlhk73vytkBLQh,Colorful Sensibility (2),spotify:album:1BWh3LgJlvHdGFlZLPlCmk,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2008-08-22,11,235133
290,I Don't Understand,spotify:track:4PvPmUtIQTHaFOYeABASoi,Bran New KISS,spotify:album:3lW2t5R6BWEH3JB2Fxsm6L,U-KISS,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,2011-03-30,14,195604
291,Love,spotify:track:2s92cRmjW0GoGjjpExkAUQ,Bluelove,spotify:album:5Twdu84BLRMUNsaBG9lXLU,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2010-05-19,45,227996
292,NOT BY THE MOON,spotify:track:1pmfd0ohjfh1qXPWvjaC1o,DYE,spotify:album:5lX6uJNNwzEZU7TF1RyAdT,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2020-04-20,68,204701
293,Like a Child,spotify:track:5a6KkRzIcQx5dKxQqXEEMM,Can't Stop,spotify:album:1FezVdVT78L4wviMeDX7tn,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2014-02-24,26,229275
294,Joyful Smile,spotify:track:2jqp9au25DSjPDQNldcBSk,"Vivid -Kissing you,Sparkling,Joyful Smile-",spotify:album:58w8MjVkZaFkDl51ZOuWSC,BoA,spotify:artist:4muJrGMndyYWqZtfk8OWy4,2008-06-04,6,238440
295,끝,spotify:track:00i5R78QV23krGPEVZyZVH,SPINNING TOP : BETWEEN SECURITY & INSECURITY,spotify:album:6OIEYHaYTSPpDQRz2coN1o,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2019-05-20,49,243324
296,HIGHER (Instrumental),spotify:track:0X67dxe6Kuec5Oyg77swte,Higher (JUNHO Version),spotify:album:5CJhmNh45yPfi4kTYLHnSR,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2015-10-21,1,185760
297,Don’t,spotify:track:6KyafpXji3NKMmlmSokT9Y,The Hyena on the Keyboard Pt. 4,spotify:album:2fMMk4DD96UcAmSczUQ0kq,Loco,spotify:artist:2e4G04F77jxVuDYo44TCSm,2018-04-21,64,231654
298,Maybe you are,spotify:track:0N3tPwGkKY5B7FntEBowem,Higher (NICHKHUN Version),spotify:album:4srf2PYEu7M7tSze1hAikA,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2015-10-21,7,189813
299,Te Amo Instrumental,spotify:track:0qPuz6poIptuFnbLVGhz0Q,THE SPECIAL TO KISSME,spotify:album:36uQmSXdOeaXBydFVViYSu,U-KISS,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,2012-06-05,0,186700
300,Without U,spotify:track:5BvWNMv1BWNEPdcmLShnpT,Don`t Stop Can`t Stop,spotify:album:6pVbeWyYFE6vf0Q2rhpkLA,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2010-04-20,18,201493
301,DORADORA,spotify:track:74ZKYX5tJpPw6mskASD8SS,DORADORA,spotify:album:5uppLPLH6UkXptmSgZ4ZAz,U-KISS,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,2012-04-25,31,213707
302,Maza,spotify:track:3Pa8Lh8zFeL4FUDsLwCheF,Don`t Stop Can`t Stop,spotify:album:6pVbeWyYFE6vf0Q2rhpkLA,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2010-04-20,11,195960
303,Ready N Go,spotify:track:4h5JCP0rr5iIDYJHbVpUv9,FIRST STEP (1),spotify:album:4Ty85EGCANvI9RdAM4oy4J,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2011-03-21,18,204669
304,One More Time - Instrumental,spotify:track:2J0OsffIX3CWnRaMmDD7me,One More Time,spotify:album:20tQIMCWsH5GjJUlSX5tBb,TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,2017-10-18,26,183000
305,you are my flower 2,spotify:track:6W7GxvbZIbuDXWni5J4z5X,YOLO,spotify:album:3ftTxlybHp0Qo2065V1RAg,KIM YON JA,spotify:artist:53B7GJTtZOCDQD8d8kxKox,2017-04-19,9,263120
306,Will you go out with me 2016,spotify:track:4FOKGp1nsC2oG2jG9p3u5Z,YOLO,spotify:album:3ftTxlybHp0Qo2065V1RAg,KIM YON JA,spotify:artist:53B7GJTtZOCDQD8d8kxKox,2017-04-19,15,194573
307,What You Waiting For,spotify:track:0zWDxMqxq7bGDmZEl7Cye8,What You Waiting For,spotify:album:0GPaKzASwZiS68S5IkshKC,R.Tee,spotify:artist:0dfMk1lwRlX5Zmg2KHjwjN,2019-03-06,47,174041
308,LIFE,spotify:track:2pWhvXUZ6dV4vKGXhPAf8Z,FIVE TREASURE BOX (4),spotify:album:7CMhfAlLu8ePK5NsZMNiPC,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2012-09-10,12,218566
309,Replay,spotify:track:3lezH4ocsAaxqVGL8E0pS4,Replay - The First Mini Album,spotify:album:2zarKiOQYtJ9PGWxYxUOk5,SHINee,spotify:artist:2hRQKC0gqlZGPrmUKbcchR,2008-05-22,48,216453
310,Love Sick,spotify:track:3RHg1wGyzy91Cktb0sJKWI,The Refreshment (Special Album),spotify:album:2A4iUxyqNZxjtDRB4UfB9G,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2007-12-03,13,241866
311,Intuition,spotify:track:5CCQr52OAAbovNfuK0I6Lx,FIRST STEP (1),spotify:album:4Ty85EGCANvI9RdAM4oy4J,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2011-03-21,38,221518
312,Je T'aime,spotify:track:4WM0tEhLpzJr6ivOk4r0b6,LISTEN TO MY WORD,spotify:album:6QvmWWW11IuzaHrB2p3cCP,OH MY GIRL,spotify:artist:2019zR22qK2RBvCqtudBaI,2016-08-01,28,227239
313,인연인가 봐,spotify:track:1S6U32EIFbh71ixqNzC7tl,THE SPECIAL TO KISSME,spotify:album:36uQmSXdOeaXBydFVViYSu,U-KISS,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,2012-06-05,0,205639
314,Power,spotify:track:3qD6JLux32D32vIfTpTwGM,Power,spotify:album:6JPcJLE61wFt80KNSrTww6,B.A.P,spotify:artist:6kxCoNfY6U1eP0Yc88phvk,2012-04-27,39,231758
315,CURIOUS,spotify:track:7b2R3rHQz02rg1G37KGV1a,OH MY GIRL,spotify:album:5spcvaZ483tuA3PDwRDTeH,OH MY GIRL,spotify:artist:2019zR22qK2RBvCqtudBaI,2015-04-20,24,221497
316,Yet,spotify:track:149I6q1hatckOwhjsAVIcp,Beast Is The B2ST,spotify:album:3Bcq6nkfF1qUlHTFK9v3Je,Beast,spotify:artist:1Pr9gT0veB2tgcisQeIGoC,2009-10-14,19,222426
317,NO MERCY,spotify:track:1R5cQ0Ja6dSJy6zBEDtcIn,NO MERCY,spotify:album:5pJgARNos9xWj7yt0aTH5l,B.A.P,spotify:artist:6kxCoNfY6U1eP0Yc88phvk,2012-07-19,41,215562
318,웃어요,spotify:track:5tC0SIBD849HCZAEY5VC8I,Only Diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,Diva,spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,2005-08-29,0,199183
319,My Heaven,spotify:track:6M78En84cFYQxdYABC2fZO,Stand Up,spotify:album:0NB6IIwQeRDzNFCU22LQto,BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,2008-08-08,42,232933
320,Look,spotify:track:1ZFQugO7BqYJjw8FVQHcze,Eyes On You,spotify:album:5aCJKuo69SGbveapvkSYMW,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2018-03-12,56,194535
321,Live Like A Musical,spotify:track:28eWnmih97TXVCPz2oWaS7,Japan Special Album Vol.1,spotify:album:69HCDHFtTqiCAg8qen5YC6,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2010-04-14,4,233880
322,Let Go,spotify:track:5F118hG2iGYjSFFieQLI6K,Double Date,spotify:album:2i5P0S9yPQHtWqaaz6ORhr,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2009-10-26,6,235584
323,My Headphones On,spotify:track:21hhMk6jjGdhK9xKDUqJ77,Page Two,spotify:album:78YI3q126L1plYhXxn7rUL,TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,2016-04-25,41,196266
324,Miss You (Instrumental),spotify:track:54gZhKb7oibfq8Cvfpo0Lq,Higher (CHANSUNG Version),spotify:album:4GbywwI9LMOWkZhIMqQn0A,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2015-10-21,2,243066
325,"Not Spring, Love, or Cherry Blossoms (Instrumental)",spotify:track:4mg7lMc3f8CT4RP87npMvN,"Not Spring, Love, or Cherry Blossoms",spotify:album:171jiqtOAyvjf2JCfhuIMk,HIGH4,spotify:artist:3cpG0SJLIJ1qpQfjmlWlzo,2014-04-08,21,195265
326,Just Before Shock,spotify:track:0RByDnyNdoJlgm6cUuXnvb,Shock Of The New Era,spotify:album:1B7oXzVqP0X5AS8HsMaUtg,Beast,spotify:artist:1Pr9gT0veB2tgcisQeIGoC,2010-03-01,16,124657
327,WITHOUT YOU,spotify:track:6hLT3yO4PM597vaTDE0e3T,BLUEMING,spotify:album:6yALf97g5ssJkYmNXmr2nP,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2016-04-04,20,256709
328,Winter Again.,spotify:track:2B8zZlDgsjecKNThIsE03B,RE-CODE,spotify:album:6LKHdbZ7TNMnLX4pI1jeF2,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2020-11-17,41,209066
329,Precious Love,spotify:track:0ZJtJgzTqmKAKSSQxrlTxZ,Page Two,spotify:album:78YI3q126L1plYhXxn7rUL,TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,2016-04-25,46,230800
330,Wake Me Up,spotify:track:25KbobvPxx0TTv0I2a1why,Wake Me Up,spotify:album:6IAy5NUKOpoJ3RHC9snSmI,TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,2018-05-16,38,211799
331,Like A Fool,spotify:track:51zenp0fVUORsd1pdlGKZS,The Story Begins,spotify:album:1kNjZtyacMvP8a4zyR3lzG,TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,2015-10-20,50,214453
332,Reo Reo,spotify:track:0RpbsXT2cLlJIrZ1n5MUdk,The Refreshment (Special Album),spotify:album:2A4iUxyqNZxjtDRB4UfB9G,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2007-12-03,3,209133
333,The One - Instrumental,spotify:track:7dgZjiOTt8Nkec5DAw6QPp,Japan Special Album Vol.1,spotify:album:69HCDHFtTqiCAg8qen5YC6,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2010-04-14,2,238104
334,Only You,spotify:track:11adM6WNxtOdLx7jRc1598,SIGNAL,spotify:album:2KzJ3k5eXUvE0Ebgp6Nezv,TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,2017-05-15,42,218693
335,Calling You,spotify:track:5mstXOJRCFFfopTKAFNrpG,CNBLUE 7TH MINI ALBUM 7ºCN,spotify:album:31jGGmFTsimp5huBqOaFDQ,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2017-03-20,19,190628
336,Will you go out with me,spotify:track:7njsdIYNZT2wTiBER9XDiS,YOLO,spotify:album:3ftTxlybHp0Qo2065V1RAg,KIM YON JA,spotify:artist:53B7GJTtZOCDQD8d8kxKox,2017-04-19,42,193813
337,Ello Ello,spotify:track:6e0tPtRHjIFK4cApEXiuZI,Beep Beep,spotify:album:1Nt98j05vd469I0mbH67GS,BTOB,spotify:artist:2hcsKca6hCfFMwwdbFvenJ,2014-02-17,19,185077
338,Greedy Man,spotify:track:5aIsH48UcVKYRmo7rh9Vg7,PRESENT,spotify:album:5g3gHqqV7Z15in7Fv1QhQ0,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2013-11-26,16,204039
339,That Person in Shinsadong,spotify:track:2aotmfZU722wXCTTq8tKNA,MEMORY IN FTISLAND,spotify:album:1dyrs0C2iQkVEuVg6ZFPca,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2011-10-10,12,270393
340,Broken Heart,spotify:track:38PSX9wijASEWmrBpKIwOh,RUSH DIGITAL REPACKAGE “HERO”,spotify:album:0rsnG5TJ9jv9XuLgri1E77,Monsta X,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,2015-10-22,26,227395
341,Hi Ya Ya 여름날,spotify:track:5lC4gziKMPSihnedZbwAEn,Hi Ya Ya 여름날,spotify:album:75D7tsP1Lv8FIkTDHqgR2H,TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,2005-06-20,29,211400
342,Cave Me In,spotify:track:79ptYtWnpAnsQutzg2xSFk,Cave Me In,spotify:album:3no6YVGaUUBPQjfeUbajXL,Gallant,spotify:artist:7wFDo161xYdeaiLz3KIHoM,2017-01-26,51,214158
343,Love Girl,spotify:track:1C2bTzulOc0kvGoiPnLqc2,FIRST STEP (1),spotify:album:4Ty85EGCANvI9RdAM4oy4J,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2011-03-21,44,212610
344,HMMMM,spotify:track:4ihoQ1tMFBZyxqvxSMkxYg,The New Era (Special Edition),spotify:album:5th9ym279qG6pjSklZNsCw,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2018-06-20,30,193426
345,Hate & Resentment,spotify:track:3rMUZCiTa7UDAPPlNci9pT,Colorful Sensibility (2),spotify:album:1BWh3LgJlvHdGFlZLPlCmk,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2008-08-22,12,258666
346,Until You Come Back,spotify:track:5KM7yyXRJVfLvMeRC6xwX2,The Refreshment (Special Album),spotify:album:2A4iUxyqNZxjtDRB4UfB9G,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2007-12-03,25,226866
347,Piano Man,spotify:track:5ycVAyVAxRxGLwapJFCXKK,Piano Man,spotify:album:1E1dfdqofKqvpCfsKuBvA1,MAMAMOO,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,2014-11-21,51,195237
348,You Are My Love,spotify:track:2hby2HM21UO8H5GK2WiXwC,Colorful Sensibility (2),spotify:album:1BWh3LgJlvHdGFlZLPlCmk,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2008-08-22,13,276560
349,Memory,spotify:track:4d0yywhU7NO3rjkdQJTF8U,THANKS TO,spotify:album:38ZDY8JrXknqQ85paMmnJo,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2013-09-23,5,195470
350,What should I do?,spotify:track:5DolMjYifZ0XHmqEwmGwWi,Jump Up,spotify:album:1VUYlrA1ZIGsmIGPsiwK2C,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2009-02-11,11,213440
351,Believe Instrumental,spotify:track:3fON5G7elArzFOdNSPqTmM,THE SPECIAL TO KISSME,spotify:album:36uQmSXdOeaXBydFVViYSu,U-KISS,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,2012-06-05,0,191088
352,Hey You,spotify:track:2XXXPN8xMAR9kot7S0GLbE,EAR FUN,spotify:album:1T6afD49NhOiQVSc4Srwtk,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2012-03-16,37,236512
353,Signal,spotify:track:1uwLMwgqPprCs5Q0OPRKI7,SIGNAL,spotify:album:2KzJ3k5eXUvE0Ebgp6Nezv,TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,2017-05-15,64,196680
354,We Hope to Become Lovers,spotify:track:2Ax72vZjsMZX1dnIT9eVqM,Grown-Up,spotify:album:2sL1ldelPgWvckBsnI3wBx,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2012-01-31,17,231706
355,Iine!,spotify:track:2iKJS8ni19b9YC2tIdorJ6,No More Dream (Japanese Ver.),spotify:album:5x3pRdlUUVG0eHAMDkW39a,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2014-06-04,34,233480
356,Christmas Paradise,spotify:track:3CCx01PD91mU3VAwxmYaJo,Christmas Paradise - WINTER GARDEN,spotify:album:3KUrPF3PjLS4csNwPUubg1,BoA,spotify:artist:4muJrGMndyYWqZtfk8OWy4,2015-12-22,26,236082
357,Rock n` Roll,spotify:track:0pwvzreOAb9I9KvrJhvg8s,EAR FUN,spotify:album:1T6afD49NhOiQVSc4Srwtk,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2012-03-16,16,198922
358,Someone Like Me,spotify:track:5UEblXIfIwlNXMXaInBkyk,SIGNAL,spotify:album:2KzJ3k5eXUvE0Ebgp6Nezv,TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,2017-05-15,47,205466
359,My House -Japanese ver.- - Japanese version,spotify:track:0JBc1i3commZ33XC501JNH,Higher (Type A),spotify:album:7H2BBLD0UwWvvuGmzm2dYa,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2015-10-21,2,190960
360,Your Words,spotify:track:2qYhnDR1ggGonq95Q6FfN0,FIVE TREASURE BOX (4),spotify:album:7CMhfAlLu8ePK5NsZMNiPC,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2012-09-10,14,284865
361,When I Was Young,spotify:track:7yVSNX7fDvJGFfBlORzC4V,CNBLUE 7TH MINI ALBUM 7ºCN,spotify:album:31jGGmFTsimp5huBqOaFDQ,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2017-03-20,28,202536
362,Promise (I'll be) -Japanese ver.- - Japanese version,spotify:track:0oaVwXEbh0IgsJkxVnSkiy,Promise (I'll be) [Japanese Version],spotify:album:4q9N8I78ccJpHau3fImbak,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2016-10-26,9,209346
363,In My Room,spotify:track:5grWTrVzFb14rCVipTFGYC,Replay - The First Mini Album,spotify:album:2zarKiOQYtJ9PGWxYxUOk5,SHINee,spotify:artist:2hRQKC0gqlZGPrmUKbcchR,2008-05-22,37,290293
364,Fool,spotify:track:0K1bxe733BFc74jk4g59ED,Hot Issue,spotify:album:4qpzzLtl5ksEnhryRUrNQC,BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,2007-11-22,24,225666
365,Play It Cool - DVBBS Remix,spotify:track:1XzNgRI25OGdOL4C4m4UUc,Play It Cool (DVBBS Remix),spotify:album:6laWk2bTnxah0b2yswp4tR,Steve Aoki,spotify:artist:77AiFEVeAVj2ORpC85QVJs,2019-05-24,28,270013
366,PAGE,spotify:track:3BTaItolEPypIOZd8pxKoM,SPINNING TOP : BETWEEN SECURITY & INSECURITY,spotify:album:6OIEYHaYTSPpDQRz2coN1o,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2019-05-20,53,224393
367,Paralyzer,spotify:track:15DRPErjWKq5pa4gICtljm,THE MOOD,spotify:album:7naaXVYcRoLfGsBfWKXrBz,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2013-11-18,11,192988
368,Romeo+Juliette,spotify:track:5lycbSxZhxKFVWkK8fm0FT,ROMEO - The Second Mini Album,spotify:album:16atzZZUKzxdfcLUxh1J4N,SHINee,spotify:artist:2hRQKC0gqlZGPrmUKbcchR,2009-05-25,30,279826
369,抱きしめる,spotify:track:1M0bP4ThY4JOTOuR4XYys0,抱きしめる,spotify:album:3K8mQApsUyc079KwpFMhRj,BoA,spotify:artist:4muJrGMndyYWqZtfk8OWy4,2005-11-23,15,227200
370,No no no,spotify:track:7aiqxL3qaR37bGQw5fVlIr,Pink Funky,spotify:album:2xU277e7XGYbx4Hed1x3rA,MAMAMOO,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,2015-06-19,31,196384
371,Because I Don't Know How to Love,spotify:track:5XgPBUzP1fsaqKnSbSBR1l,The Refreshment (Special Album),spotify:album:2A4iUxyqNZxjtDRB4UfB9G,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2007-12-03,10,340413
372,I Will Forget You,spotify:track:1OKyhe7ZmUjQ1OmzulU6FO,Bluetory,spotify:album:6uXXlobOpwaecX1eNZtW4O,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2010-01-14,35,286093
373,미치도록,spotify:track:4YCIdHrqEfrF9UzTOMuKag,Only Diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,Diva,spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,2005-08-29,0,209710
374,One Time,spotify:track:5impprTFFOJJXX3UQv1V5V,FIRST STEP (1),spotify:album:4Ty85EGCANvI9RdAM4oy4J,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2011-03-21,21,228780
375,Sweet Impact,spotify:track:2HMe6RLIBuH41PZlAphmT0,Sweet Impact,spotify:album:1bd3xgKlZKIVz06BeZaz4n,BoA,spotify:artist:4muJrGMndyYWqZtfk8OWy4,2007-04-25,13,298520
376,Mayday,spotify:track:1dURJZUXZcGq3VxiSP7oz3,Promise (I'll be) [Japanese Version],spotify:album:4q9N8I78ccJpHau3fImbak,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2016-10-26,5,230853
377,A Man's First Love Follows Him to the Grave,spotify:track:2HjsQbzYlJuZlYW8BfFe3m,Cheerful Sensibility (1),spotify:album:6CLke5r6LqAyM8Vno1Xfjk,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2007-06-08,23,236920
378,Love Letter,spotify:track:0eOLqAjHUYR5oBnj1Q3Jw9,Double Date,spotify:album:2i5P0S9yPQHtWqaaz6ORhr,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2009-10-26,24,239736
379,Compass,spotify:track:2MfoPtN39gPMk6KVohd5i5,FIVE TREASURE BOX (4),spotify:album:7CMhfAlLu8ePK5NsZMNiPC,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2012-09-10,11,225593
380,Run,spotify:track:4pREPUMd5nwrDxdM0GG44m,EAR FUN,spotify:album:1T6afD49NhOiQVSc4Srwtk,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2012-03-16,16,192809
381,Heeheehaheho,spotify:track:0bnSKhq6HgZFE70QQTl1nu,Heeheehaheho,spotify:album:1C7mZeh8ZzjtRQKC6dONBx,MAMAMOO,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,2014-05-30,42,224772
382,Sleepless Night,spotify:track:5iGrjj9sdUTAWUCBSfUZ8k,Can't Stop,spotify:album:1FezVdVT78L4wviMeDX7tn,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2014-02-24,28,225882
383,Dream - Club Live Ver.,spotify:track:2Jk6JQDlAQAKthfTbnsahh,Dream,spotify:album:7ciJtZ2tYXhKsndQ7bf7Vw,Suzy,spotify:artist:4U80LJd8sG6U9YTFP5izka,2016-01-07,38,213531
384,Feel Good,spotify:track:47o04Bl7dQgofM8ppV2V4Q,GALAXY Music,spotify:album:7nlzksKZ1BHadSG7expyen,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2013-08-23,20,196853
385,Let`s Go Crazy,spotify:track:4zdpGACQ6p4u41bzZAmpLp,Bluelove,spotify:album:5Twdu84BLRMUNsaBG9lXLU,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2010-05-19,22,239568
386,CLOSER,spotify:track:2xSmwI4qeqtb2iIElCfcZD,CLOSER,spotify:album:08iyrLkLFP2ByBkqVhBls7,OH MY GIRL,spotify:artist:2019zR22qK2RBvCqtudBaI,2015-10-08,50,207413
387,You Don't Know My Feelings,spotify:track:4UtdukV5zRV5rQJYl4Y6L3,Cross & Change (3),spotify:album:16umVrTmaWQUL3uXJ8FfG4,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2009-07-16,14,236712
388,Summer Night's Dream,spotify:track:3U3ymtVenfonhe5RDuLjOp,FTISLAND 6TH MINI ALBUM [WHAT IF],spotify:album:4N00gy5kO6REHncs2vxt2n,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2018-07-26,37,176012
389,Self Camera,spotify:track:62feUj5CthC3lqABGEuUUd,Pink Funky,spotify:album:2xU277e7XGYbx4Hed1x3rA,MAMAMOO,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,2015-06-19,29,197240
390,Don't be happy,spotify:track:3Q5oL2Zyq0QV5U78f8D1kR,Don't be happy,spotify:album:1yR52w8BNOwAgh55kPqfc2,MAMAMOO,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,2013-01-09,45,216998
391,끝나지 않을 이야기,spotify:track:0KHCa8hM5Jff6Ji0JxQYMb,Extraordinary You Pt.7 (Original Television Soundtrack),spotify:album:03A9VqGceT6tpVwHV0X8dn,Stray Kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,2019-11-07,63,244866
392,Even If It's Not Necessary…,spotify:track:6aKBiTN7x89Ze22au02gcP,Double Date,spotify:album:2i5P0S9yPQHtWqaaz6ORhr,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2009-10-26,7,265488
393,Oh,spotify:track:1mBdwjf9mgsGVByJxb4nfc,Return,spotify:album:4xmzNUdwf9Fi0gJOQrOK70,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2011-05-24,12,197015
394,I REMEMBER - 방용국 SOLO Version,spotify:track:4z4gjT7cx5Wpu05j3yVv8h,CRASH,spotify:album:3uhb5H4twEl4vopWZw1Myx,B.A.P,spotify:artist:6kxCoNfY6U1eP0Yc88phvk,2012-08-29,30,219233
395,Te Amo,spotify:track:1NQFbeRzYmY58t0HSDE0iP,THE SPECIAL TO KISSME,spotify:album:36uQmSXdOeaXBydFVViYSu,U-KISS,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,2012-06-05,2,186700
396,誓いのクリスマス,spotify:track:6C4MW8CwyQK7Bh4S4RTZNG,Higher (Type A),spotify:album:7H2BBLD0UwWvvuGmzm2dYa,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2015-10-21,15,245200
